<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.01.02	00:00:00	1183.96	1194.97	1167.51	1188.50	89487	0	0
2015.01.05	00:00:00	1187.34	1207.50	1178.13	1204.24	98015	0	0
2015.01.06	00:00:00	1203.95	1223.13	1201.63	1218.03	100296	0	0
2015.01.07	00:00:00	1217.93	1218.75	1208.75	1211.09	86847	0	0
2015.01.08	00:00:00	1210.19	1216.65	1204.55	1208.59	67081	0	0
2015.01.09	00:00:00	1208.59	1223.98	1206.92	1223.06	84573	0	0
2015.01.12	00:00:00	1222.83	1235.82	1217.54	1232.94	73063	0	0
2015.01.13	00:00:00	1232.95	1244.09	1227.18	1230.43	104854	0	0
2015.01.14	00:00:00	1230.44	1244.43	1225.02	1228.36	118404	0	0
2015.01.15	00:00:00	1228.39	1266.71	1225.99	1262.09	154600	0	0
2015.01.16	00:00:00	1261.93	1282.07	1254.96	1280.32	113508	0	0
2015.01.19	00:00:00	1279.93	1281.56	1272.03	1276.70	44884	0	0
2015.01.20	00:00:00	1276.42	1297.18	1273.95	1294.88	109331	0	0
2015.01.21	00:00:00	1294.43	1305.22	1284.58	1292.91	110133	0	0
2015.01.22	00:00:00	1292.85	1307.56	1279.54	1301.81	108602	0	0
2015.01.23	00:00:00	1301.60	1302.55	1284.36	1294.00	81369	0	0
2015.01.26	00:00:00	1292.14	1299.11	1275.83	1281.03	86079	0	0
2015.01.27	00:00:00	1281.13	1297.54	1272.21	1292.09	74960	0	0
2015.01.28	00:00:00	1291.89	1293.76	1279.66	1284.10	69477	0	0
2015.01.29	00:00:00	1283.43	1285.86	1252.03	1256.85	106623	0	0
2015.01.30	00:00:00	1256.57	1284.80	1256.57	1283.07	85002	0	0
2015.02.02	00:00:00	1281.48	1283.29	1266.44	1274.09	69804	0	0
2015.02.03	00:00:00	1273.91	1285.90	1255.47	1259.91	79530	0	0
2015.02.04	00:00:00	1259.46	1272.71	1256.60	1268.74	73477	0	0
2015.02.05	00:00:00	1268.19	1274.17	1256.26	1264.44	67737	0	0
2015.02.06	00:00:00	1264.37	1268.76	1228.32	1233.40	82279	0	0
2015.02.09	00:00:00	1233.28	1243.63	1233.28	1238.66	45356	0	0
2015.02.10	00:00:00	1238.11	1245.87	1230.95	1233.07	51527	0	0
2015.02.11	00:00:00	1233.17	1238.76	1216.60	1218.75	53698	0	0
2015.02.12	00:00:00	1217.95	1232.95	1216.44	1221.80	55532	0	0
2015.02.13	00:00:00	1221.71	1234.95	1221.58	1229.44	46707	0	0
2015.02.16	00:00:00	1229.42	1236.70	1227.55	1230.74	29252	0	0
2015.02.17	00:00:00	1229.41	1233.91	1203.79	1209.42	58979	0	0
2015.02.18	00:00:00	1208.77	1213.52	1197.54	1212.31	52256	0	0
2015.02.19	00:00:00	1212.22	1222.94	1205.37	1206.41	56967	0	0
2015.02.20	00:00:00	1206.49	1215.40	1198.22	1200.96	55502	0	0
2015.02.23	00:00:00	1202.71	1210.32	1190.74	1201.28	50401	0	0
2015.02.24	00:00:00	1201.25	1204.55	1190.28	1200.27	53665	0	0
2015.02.25	00:00:00	1200.24	1211.89	1199.39	1204.79	43341	0	0
2015.02.26	00:00:00	1204.26	1219.98	1203.60	1209.06	53620	0	0
2015.02.27	00:00:00	1209.02	1219.38	1204.47	1212.97	51238	0	0
2015.03.02	00:00:00	1213.02	1223.24	1204.57	1206.48	58326	0	0
2015.03.03	00:00:00	1205.84	1214.74	1195.41	1203.52	58449	0	0
2015.03.04	00:00:00	1203.44	1209.00	1198.27	1200.04	50553	0	0
2015.03.05	00:00:00	1200.05	1209.48	1196.49	1198.03	48055	0	0
2015.03.06	00:00:00	1197.55	1200.72	1163.74	1166.96	73323	0	0
2015.03.09	00:00:00	1169.28	1175.33	1165.81	1166.99	37699	0	0
2015.03.10	00:00:00	1166.90	1170.46	1155.26	1161.59	57565	0	0
2015.03.11	00:00:00	1161.08	1165.17	1147.51	1155.20	46155	0	0
2015.03.12	00:00:00	1154.54	1166.56	1148.62	1153.50	56833	0	0
2015.03.13	00:00:00	1153.49	1161.76	1151.48	1158.23	44150	0	0
2015.03.16	00:00:00	1158.16	1164.10	1150.30	1154.62	37932	0	0
2015.03.17	00:00:00	1154.57	1159.88	1142.75	1149.36	54543	0	0
2015.03.18	00:00:00	1148.94	1175.68	1145.98	1167.51	66460	0	0
2015.03.19	00:00:00	1166.20	1177.81	1159.53	1170.89	68092	0	0
2015.03.20	00:00:00	1170.41	1187.91	1168.76	1182.32	59101	0	0
2015.03.23	00:00:00	1182.18	1191.67	1179.33	1189.39	51110	0	0
2015.03.24	00:00:00	1189.31	1195.00	1185.42	1193.18	54935	0	0
2015.03.25	00:00:00	1192.57	1199.67	1186.62	1195.31	47509	0	0
2015.03.26	00:00:00	1194.66	1219.80	1194.41	1204.64	66189	0	0
2015.03.27	00:00:00	1204.28	1206.20	1192.54	1198.29	52622	0	0
2015.03.30	00:00:00	1198.06	1199.33	1182.37	1185.88	41556	0	0
2015.03.31	00:00:00	1185.91	1190.72	1178.41	1183.29	48580	0	0
2015.04.01	00:00:00	1182.27	1208.61	1180.81	1203.84	60734	0	0
2015.04.02	00:00:00	1203.42	1207.32	1194.92	1202.44	47535	0	0
2015.04.06	00:00:00	1208.25	1224.22	1208.25	1214.61	43378	0	0
2015.04.07	00:00:00	1213.61	1215.79	1207.48	1208.94	36107	0	0
2015.04.08	00:00:00	1208.85	1212.33	1197.47	1202.33	52807	0	0
2015.04.09	00:00:00	1202.00	1203.46	1192.63	1194.63	46910	0	0
2015.04.10	00:00:00	1194.19	1210.72	1193.27	1207.38	44855	0	0
2015.04.13	00:00:00	1206.30	1209.50	1196.37	1198.63	42492	0	0
2015.04.14	00:00:00	1198.15	1201.55	1183.96	1192.54	58413	0	0
2015.04.15	00:00:00	1191.66	1204.62	1188.84	1202.38	50789	0	0
2015.04.16	00:00:00	1202.42	1209.17	1194.69	1198.36	64980	0	0
2015.04.17	00:00:00	1197.84	1207.85	1197.39	1204.00	50200	0	0
2015.04.20	00:00:00	1203.56	1209.16	1191.37	1195.71	54688	0	0
2015.04.21	00:00:00	1194.89	1204.26	1193.07	1202.04	39681	0	0
2015.04.22	00:00:00	1201.92	1204.84	1185.69	1186.92	51734	0	0
2015.04.23	00:00:00	1186.69	1198.06	1184.35	1193.66	47682	0	0
2015.04.24	00:00:00	1193.09	1196.00	1175.22	1179.10	52001	0	0
2015.04.27	00:00:00	1178.87	1207.25	1178.64	1201.67	55692	0	0
2015.04.28	00:00:00	1201.70	1215.07	1199.22	1211.65	55795	0	0
2015.04.29	00:00:00	1211.38	1214.06	1201.35	1204.46	62434	0	0
2015.04.30	00:00:00	1204.24	1207.23	1177.11	1184.04	70810	0	0
2015.05.04	00:00:00	1177.72	1192.83	1177.69	1187.88	40043	0	0
2015.05.05	00:00:00	1187.62	1199.91	1185.74	1193.03	44901	0	0
2015.05.06	00:00:00	1192.94	1197.68	1188.25	1191.97	53858	0	0
2015.05.07	00:00:00	1191.60	1192.84	1178.89	1184.20	52531	0	0
2015.05.08	00:00:00	1184.02	1193.62	1181.76	1187.93	56674	0	0
2015.05.11	00:00:00	1189.27	1191.74	1178.87	1183.62	38630	0	0
2015.05.12	00:00:00	1183.40	1197.21	1180.79	1193.57	47798	0	0
2015.05.13	00:00:00	1193.26	1218.89	1191.30	1215.43	64024	0	0
2015.05.14	00:00:00	1214.96	1227.22	1212.34	1220.76	63245	0	0
2015.05.15	00:00:00	1220.48	1226.16	1211.00	1223.75	52350	0	0
2015.05.18	00:00:00	1223.49	1232.36	1221.61	1225.20	41437	0	0
2015.05.19	00:00:00	1224.78	1225.58	1205.75	1207.52	59022	0	0
2015.05.20	00:00:00	1207.17	1213.45	1203.25	1209.37	52682	0	0
2015.05.21	00:00:00	1209.31	1212.80	1201.49	1205.79	41453	0	0
2015.05.22	00:00:00	1205.70	1214.89	1201.49	1205.91	43630	0	0
2015.05.25	00:00:00	1205.37	1208.66	1202.86	1206.99	16125	0	0
2015.05.26	00:00:00	1206.91	1207.57	1185.58	1186.98	53494	0	0
2015.05.27	00:00:00	1186.79	1190.94	1183.71	1187.66	47519	0	0
2015.05.28	00:00:00	1187.40	1192.20	1180.35	1188.10	46961	0	0
2015.05.29	00:00:00	1187.69	1193.99	1185.74	1190.24	39086	0	0
2015.06.01	00:00:00	1189.70	1204.28	1184.45	1191.04	49356	0	0
2015.06.02	00:00:00	1188.71	1196.29	1185.99	1192.91	52223	0	0
2015.06.03	00:00:00	1192.54	1195.50	1179.45	1184.70	53099	0	0
2015.06.04	00:00:00	1184.60	1186.47	1172.92	1176.68	59549	0	0
2015.06.05	00:00:00	1176.27	1178.59	1162.73	1171.75	53730	0	0
2015.06.08	00:00:00	1170.65	1177.64	1169.13	1172.45	42758	0	0
2015.06.09	00:00:00	1173.81	1182.96	1172.58	1176.19	37285	0	0
2015.06.10	00:00:00	1176.14	1192.33	1175.25	1185.54	46958	0	0
2015.06.11	00:00:00	1185.49	1187.99	1175.73	1181.54	39134	0	0
2015.06.12	00:00:00	1181.46	1184.39	1176.75	1181.39	33765	0	0
2015.06.15	00:00:00	1180.65	1190.38	1172.80	1188.31	38082	0	0
2015.06.16	00:00:00	1185.95	1187.87	1176.14	1181.82	33232	0	0
2015.06.17	00:00:00	1181.45	1189.22	1174.67	1184.51	40036	0	0
2015.06.18	00:00:00	1184.57	1205.75	1183.66	1201.30	50872	0	0
2015.06.19	00:00:00	1201.28	1204.23	1198.41	1199.82	29409	0	0
2015.06.22	00:00:00	1199.95	1201.09	1182.14	1185.44	33534	0	0
2015.06.23	00:00:00	1185.35	1188.12	1176.23	1178.32	38936	0	0
2015.06.24	00:00:00	1178.09	1180.28	1170.49	1174.48	37823	0	0
2015.06.25	00:00:00	1174.44	1178.13	1171.61	1172.91	30570	0	0
2015.06.26	00:00:00	1172.90	1178.69	1168.56	1175.22	34210	0	0
2015.06.29	00:00:00	1184.22	1188.22	1173.86	1178.58	50048	0	0
2015.06.30	00:00:00	1179.92	1180.49	1166.76	1172.03	52988	0	0
2015.07.01	00:00:00	1172.43	1175.06	1167.55	1168.51	37854	0	0
2015.07.02	00:00:00	1168.16	1169.70	1157.06	1164.18	49393	0	0
2015.07.03	00:00:00	1165.66	1170.34	1164.71	1168.01	23432	0	0
2015.07.06	00:00:00	1172.86	1175.03	1162.88	1172.54	45921	0	0
2015.07.07	00:00:00	1170.08	1170.42	1148.05	1154.78	76556	0	0
2015.07.08	00:00:00	1154.92	1164.70	1147.23	1158.01	80003	0	0
2015.07.09	00:00:00	1158.37	1167.76	1156.00	1159.11	61001	0	0
2015.07.10	00:00:00	1159.60	1165.45	1157.46	1160.09	46532	0	0
2015.07.13	00:00:00	1163.15	1164.85	1151.14	1156.71	49847	0	0
2015.07.14	00:00:00	1157.47	1159.80	1152.95	1155.78	43795	0	0
2015.07.15	00:00:00	1154.94	1156.93	1143.25	1149.18	55859	0	0
2015.07.16	00:00:00	1147.13	1149.41	1142.31	1145.05	51297	0	0
2015.07.17	00:00:00	1145.41	1145.79	1131.10	1133.92	48315	0	0
2015.07.20	00:00:00	1133.19	1133.42	1069.51	1108.21	112797	0	0
2015.07.21	00:00:00	1098.75	1109.92	1097.01	1100.98	71515	0	0
2015.07.22	00:00:00	1100.77	1103.40	1087.08	1093.83	83784	0	0
2015.07.23	00:00:00	1093.18	1105.80	1087.27	1090.19	78439	0	0
2015.07.24	00:00:00	1090.50	1091.67	1077.29	1085.83	82354	0	0
2015.07.27	00:00:00	1099.53	1105.09	1088.57	1097.35	78752	0	0
2015.07.28	00:00:00	1094.74	1099.05	1091.66	1095.20	58802	0	0
2015.07.29	00:00:00	1095.07	1101.96	1090.43	1096.52	76052	0	0
2015.07.30	00:00:00	1096.92	1098.69	1082.56	1088.22	74171	0	0
2015.07.31	00:00:00	1088.40	1103.50	1080.06	1094.49	74674	0	0
2015.08.03	00:00:00	1095.73	1097.78	1089.25	1091.49	54188	0	0
2015.08.04	00:00:00	1084.17	1094.86	1081.03	1087.67	66968	0	0
2015.08.05	00:00:00	1087.61	1092.62	1083.06	1085.20	62143	0	0
2015.08.06	00:00:00	1085.21	1094.11	1081.36	1089.49	52730	0	0
2015.08.07	00:00:00	1089.48	1099.57	1082.58	1094.35	73279	0	0
2015.08.10	00:00:00	1094.58	1109.00	1089.72	1106.75	57029	0	0
2015.08.11	00:00:00	1104.43	1119.50	1093.94	1108.75	92447	0	0
2015.08.12	00:00:00	1108.75	1125.87	1101.85	1124.25	93249	0	0
2015.08.13	00:00:00	1124.88	1126.80	1113.71	1114.57	64265	0	0
2015.08.14	00:00:00	1114.68	1121.10	1111.83	1113.63	52808	0	0
2015.08.17	00:00:00	1114.70	1122.83	1113.67	1119.07	44685	0	0
2015.08.18	00:00:00	1117.43	1121.20	1109.71	1117.54	61681	0	0
2015.08.19	00:00:00	1117.29	1134.63	1116.31	1133.80	73785	0	0
2015.08.20	00:00:00	1133.55	1154.12	1132.67	1151.99	81265	0	0
2015.08.21	00:00:00	1152.01	1168.33	1149.00	1160.07	94376	0	0
2015.08.24	00:00:00	1161.12	1170.11	1152.38	1155.77	177937	0	0
2015.08.25	00:00:00	1154.83	1156.67	1134.69	1140.48	124199	0	0
2015.08.26	00:00:00	1140.09	1146.52	1117.78	1125.06	126191	0	0
2015.08.27	00:00:00	1124.68	1129.38	1118.35	1124.73	99094	0	0
2015.08.28	00:00:00	1125.43	1140.85	1123.82	1135.24	91624	0	0
2015.08.31	00:00:00	1133.07	1135.81	1125.69	1133.63	59589	0	0
2015.09.01	00:00:00	1134.42	1147.95	1134.38	1140.01	90352	0	0
2015.09.02	00:00:00	1139.72	1142.52	1132.15	1133.84	79445	0	0
2015.09.03	00:00:00	1133.63	1134.36	1121.91	1125.14	71942	0	0
2015.09.04	00:00:00	1125.04	1132.25	1116.77	1120.75	63458	0	0
2015.09.07	00:00:00	1123.55	1124.84	1116.06	1119.07	34347	0	0
2015.09.08	00:00:00	1118.62	1126.81	1118.54	1121.40	60152	0	0
2015.09.09	00:00:00	1121.28	1125.45	1101.33	1107.66	76045	0	0
2015.09.10	00:00:00	1106.44	1115.09	1103.90	1110.75	76431	0	0
2015.09.11	00:00:00	1111.73	1112.93	1098.79	1105.01	56844	0	0
2015.09.14	00:00:00	1108.01	1110.52	1103.61	1108.93	46074	0	0
2015.09.15	00:00:00	1108.83	1109.42	1102.58	1105.02	45863	0	0
2015.09.16	00:00:00	1105.15	1124.26	1104.02	1119.25	69276	0	0
2015.09.17	00:00:00	1119.22	1135.40	1115.46	1131.19	79224	0	0
2015.09.18	00:00:00	1130.60	1141.77	1127.60	1137.97	70830	0	0
2015.09.21	00:00:00	1139.42	1139.97	1129.55	1133.09	47187	0	0
2015.09.22	00:00:00	1133.10	1136.65	1121.38	1124.67	61062	0	0
2015.09.23	00:00:00	1124.32	1134.32	1121.93	1130.02	50423	0	0
2015.09.24	00:00:00	1130.02	1156.79	1130.02	1153.85	90308	0	0
2015.09.25	00:00:00	1151.38	1151.41	1140.81	1145.76	67371	0	0
2015.09.28	00:00:00	1145.22	1148.24	1128.08	1131.80	87423	0	0
2015.09.29	00:00:00	1131.96	1134.80	1124.33	1127.34	67360	0	0
2015.09.30	00:00:00	1127.33	1128.18	1111.72	1114.88	80470	0	0
2015.10.01	00:00:00	1114.78	1119.24	1111.14	1113.44	50368	0	0
2015.10.02	00:00:00	1113.31	1141.32	1104.64	1136.06	85727	0	0
2015.10.05	00:00:00	1137.53	1141.99	1130.16	1135.44	107665	0	0
2015.10.06	00:00:00	1135.26	1151.27	1135.02	1147.06	103423	0	0
2015.10.07	00:00:00	1146.62	1153.66	1141.85	1145.26	112175	0	0
2015.10.08	00:00:00	1145.38	1151.28	1136.65	1138.79	120273	0	0
2015.10.09	00:00:00	1138.89	1159.69	1138.59	1158.83	115389	0	0
2015.10.12	00:00:00	1155.17	1169.01	1154.80	1163.61	91635	0	0
2015.10.13	00:00:00	1163.13	1168.75	1151.82	1168.63	128056	0	0
2015.10.14	00:00:00	1168.41	1189.81	1163.45	1184.28	143315	0	0
2015.10.15	00:00:00	1183.95	1191.58	1174.37	1182.91	143324	0	0
2015.10.16	00:00:00	1182.44	1184.56	1175.41	1182.16	112278	0	0
2015.10.19	00:00:00	1176.54	1178.30	1168.57	1170.53	101206	0	0
2015.10.20	00:00:00	1170.81	1180.90	1167.39	1175.84	102313	0	0
2015.10.21	00:00:00	1175.43	1179.21	1163.78	1166.92	121527	0	0
2015.10.22	00:00:00	1166.81	1171.84	1162.60	1165.52	140760	0	0
2015.10.23	00:00:00	1165.68	1179.41	1158.96	1163.14	144892	0	0
2015.10.26	00:00:00	1163.92	1169.67	1162.16	1162.85	106594	0	0
2015.10.27	00:00:00	1162.95	1168.81	1160.80	1166.70	105325	0	0
2015.10.28	00:00:00	1166.60	1182.94	1152.32	1155.88	149226	0	0
2015.10.29	00:00:00	1155.88	1162.67	1144.71	1145.68	154867	0	0
2015.10.30	00:00:00	1146.90	1150.11	1139.28	1143.24	122556	0	0
2015.11.02	00:00:00	1141.73	1143.02	1132.65	1133.51	105098	0	0
2015.11.03	00:00:00	1133.33	1138.33	1114.41	1117.59	114957	0	0
2015.11.04	00:00:00	1117.43	1122.83	1106.42	1107.59	104910	0	0
2015.11.05	00:00:00	1107.45	1111.58	1102.99	1103.68	99173	0	0
2015.11.06	00:00:00	1103.94	1110.46	1085.47	1088.82	84812	0	0
2015.11.09	00:00:00	1089.96	1095.74	1088.39	1091.98	75134	0	0
2015.11.10	00:00:00	1091.68	1095.06	1085.32	1089.43	76205	0	0
2015.11.11	00:00:00	1089.51	1094.12	1084.17	1086.14	75936	0	0
2015.11.12	00:00:00	1085.94	1089.67	1074.17	1084.88	97202	0	0
2015.11.13	00:00:00	1084.14	1088.61	1079.67	1080.96	98011	0	0
2015.11.16	00:00:00	1089.51	1098.14	1081.34	1082.68	122487	0	0
2015.11.17	00:00:00	1083.22	1085.16	1065.48	1070.19	117060	0	0
2015.11.18	00:00:00	1071.19	1075.49	1064.28	1070.23	132317	0	0
2015.11.19	00:00:00	1070.05	1087.46	1069.56	1081.78	91311	0	0
2015.11.20	00:00:00	1080.92	1088.07	1075.84	1077.99	65048	0	0
2015.11.23	00:00:00	1076.73	1077.15	1066.75	1068.87	76294	0	0
2015.11.24	00:00:00	1068.98	1081.15	1068.80	1075.44	69908	0	0
2015.11.25	00:00:00	1075.22	1080.85	1067.92	1071.08	64758	0	0
2015.11.26	00:00:00	1071.15	1074.88	1069.68	1071.79	46519	0	0
2015.11.27	00:00:00	1071.64	1073.82	1052.74	1058.22	65543	0	0
2015.11.30	00:00:00	1057.72	1069.74	1053.21	1064.38	61298	0	0
2015.12.01	00:00:00	1064.89	1074.67	1063.27	1068.98	73217	0	0
2015.12.02	00:00:00	1068.24	1071.56	1050.65	1053.39	70212	0	0
2015.12.03	00:00:00	1054.00	1065.48	1046.35	1062.04	103095	0	0
2015.12.04	00:00:00	1062.90	1088.89	1058.20	1086.24	121743	0	0
2015.12.07	00:00:00	1085.81	1086.70	1066.32	1071.11	78463	0	0
2015.12.08	00:00:00	1071.11	1079.09	1067.63	1074.68	90343	0	0
2015.12.09	00:00:00	1074.84	1085.41	1069.31	1072.53	93052	0	0
2015.12.10	00:00:00	1071.89	1076.53	1069.40	1071.29	74162	0	0
2015.12.11	00:00:00	1071.68	1079.68	1062.41	1074.45	98020	0	0
2015.12.14	00:00:00	1073.24	1077.53	1058.69	1059.59	89951	0	0
2015.12.15	00:00:00	1059.88	1068.67	1058.93	1060.91	82392	0	0
2015.12.16	00:00:00	1060.86	1078.40	1060.86	1071.99	86767	0	0
2015.12.17	00:00:00	1072.80	1073.26	1047.67	1050.93	98494	0	0
2015.12.18	00:00:00	1052.31	1071.64	1050.83	1066.08	79711	0	0
2015.12.21	00:00:00	1065.73	1081.78	1063.92	1078.13	75940	0	0
2015.12.22	00:00:00	1078.04	1080.75	1071.85	1072.18	60236	0	0
2015.12.23	00:00:00	1072.58	1075.51	1068.32	1070.07	49713	0	0
2015.12.24	00:00:00	1070.09	1077.04	1070.02	1075.82	39439	0	0
2015.12.28	00:00:00	1075.68	1076.96	1066.52	1068.77	60009	0	0
2015.12.29	00:00:00	1068.78	1075.28	1067.53	1068.82	62033	0	0
2015.12.30	00:00:00	1068.81	1072.26	1059.41	1061.18	59474	0	0
2015.12.31	00:00:00	1061.12	1063.56	1058.04	1061.13	47510	0	0
2016.01.04	00:00:00	1062.40	1083.52	1061.80	1074.39	91991	0	0
2016.01.05	00:00:00	1073.51	1082.09	1072.64	1077.29	72176	0	0
2016.01.06	00:00:00	1077.04	1095.20	1075.03	1093.41	96805	0	0
2016.01.07	00:00:00	1093.86	1110.17	1091.43	1108.65	110859	0	0
2016.01.08	00:00:00	1108.86	1113.14	1092.18	1104.04	119971	0	0
2016.01.11	00:00:00	1103.84	1108.52	1093.64	1093.95	103912	0	0
2016.01.12	00:00:00	1094.12	1099.26	1083.46	1086.18	93247	0	0
2016.01.13	00:00:00	1086.87	1095.55	1079.84	1093.39	90837	0	0
2016.01.14	00:00:00	1093.56	1095.31	1071.44	1078.24	102074	0	0
2016.01.15	00:00:00	1079.33	1097.40	1076.26	1088.48	123909	0	0
2016.01.18	00:00:00	1089.43	1093.38	1087.55	1088.93	44195	0	0
2016.01.19	00:00:00	1088.71	1094.57	1082.47	1087.15	84443	0	0
2016.01.20	00:00:00	1087.23	1109.66	1087.19	1100.58	92151	0	0
2016.01.21	00:00:00	1100.38	1104.59	1092.52	1100.99	100724	0	0
2016.01.22	00:00:00	1102.90	1102.90	1094.08	1097.56	66336	0	0
2016.01.25	00:00:00	1097.48	1108.99	1097.22	1107.53	62643	0	0
2016.01.26	00:00:00	1107.95	1122.94	1107.04	1119.66	76369	0	0
2016.01.27	00:00:00	1119.56	1128.10	1114.92	1124.83	75766	0	0
2016.01.28	00:00:00	1125.57	1125.86	1111.53	1115.04	77122	0	0
2016.01.29	00:00:00	1114.68	1118.45	1108.38	1117.81	75174	0	0
2016.02.01	00:00:00	1117.57	1129.78	1115.47	1128.08	61762	0	0
2016.02.02	00:00:00	1128.18	1131.07	1122.32	1128.52	57820	0	0
2016.02.03	00:00:00	1128.48	1145.55	1124.43	1142.28	106025	0	0
2016.02.04	00:00:00	1141.83	1157.37	1139.55	1155.34	110626	0	0
2016.02.05	00:00:00	1155.11	1174.55	1145.25	1173.16	111534	0	0
2016.02.08	00:00:00	1173.13	1200.88	1164.29	1188.84	126637	0	0
2016.02.09	00:00:00	1188.58	1198.97	1185.80	1188.78	133004	0	0
2016.02.10	00:00:00	1189.15	1197.75	1181.51	1196.93	135484	0	0
2016.02.11	00:00:00	1196.53	1263.43	1195.85	1246.47	198597	0	0
2016.02.12	00:00:00	1245.67	1248.26	1232.42	1237.55	150154	0	0
2016.02.15	00:00:00	1235.46	1235.46	1202.22	1209.13	81500	0	0
2016.02.16	00:00:00	1208.21	1216.96	1190.89	1200.10	132432	0	0
2016.02.17	00:00:00	1200.81	1213.76	1195.66	1208.33	147650	0	0
2016.02.18	00:00:00	1208.72	1240.01	1200.73	1230.75	116807	0	0
2016.02.19	00:00:00	1230.50	1234.53	1220.01	1225.86	133615	0	0
2016.02.22	00:00:00	1225.67	1226.23	1201.94	1208.51	118668	0	0
2016.02.23	00:00:00	1208.49	1228.32	1207.21	1225.44	121269	0	0
2016.02.24	00:00:00	1225.38	1253.32	1221.85	1228.46	165544	0	0
2016.02.25	00:00:00	1229.01	1243.05	1221.21	1232.96	170816	0	0
2016.02.26	00:00:00	1231.75	1240.34	1211.47	1222.28	134620	0	0
2016.02.29	00:00:00	1222.45	1241.15	1215.75	1238.37	128481	0	0
2016.03.01	00:00:00	1238.08	1248.54	1227.18	1231.92	123407	0	0
2016.03.02	00:00:00	1231.58	1244.05	1224.75	1239.78	116727	0	0
2016.03.03	00:00:00	1239.99	1268.31	1237.44	1263.99	129513	0	0
2016.03.04	00:00:00	1263.50	1279.80	1250.38	1259.08	182828	0	0
2016.03.07	00:00:00	1259.74	1273.19	1256.72	1267.02	126084	0	0
2016.03.08	00:00:00	1266.08	1278.12	1260.23	1261.25	116167	0	0
2016.03.09	00:00:00	1261.13	1264.96	1242.98	1252.90	113928	0	0
2016.03.10	00:00:00	1252.83	1273.40	1237.07	1271.93	146998	0	0
2016.03.11	00:00:00	1270.83	1283.60	1248.23	1250.31	128015	0	0
2016.03.14	00:00:00	1249.40	1261.06	1229.24	1234.92	90777	0	0
2016.03.15	00:00:00	1235.85	1238.08	1225.71	1232.00	156299	0	0
2016.03.16	00:00:00	1232.74	1263.89	1226.72	1262.23	212154	0	0
2016.03.17	00:00:00	1261.17	1270.97	1254.45	1257.75	266286	0	0
2016.03.18	00:00:00	1256.99	1266.94	1247.89	1255.05	217748	0	0
2016.03.21	00:00:00	1254.79	1255.96	1240.64	1243.70	147036	0	0
2016.03.22	00:00:00	1243.95	1260.23	1242.40	1248.23	178194	0	0
2016.03.23	00:00:00	1247.94	1249.44	1215.38	1219.89	176844	0	0
2016.03.24	00:00:00	1220.40	1223.80	1212.70	1216.67	167671	0	0
2016.03.28	00:00:00	1215.83	1223.14	1208.38	1221.46	111757	0	0
2016.03.29	00:00:00	1221.45	1242.94	1215.39	1241.95	117565	0	0
2016.03.30	00:00:00	1240.79	1244.08	1223.25	1224.95	84167	0	0
2016.03.31	00:00:00	1225.16	1240.43	1223.65	1232.53	84427	0	0
2016.04.01	00:00:00	1232.34	1235.29	1208.99	1222.41	94593	0	0
2016.04.04	00:00:00	1220.85	1222.60	1214.66	1215.20	82570	0	0
2016.04.05	00:00:00	1215.35	1236.80	1214.77	1231.10	101212	0	0
2016.04.06	00:00:00	1231.12	1232.20	1216.83	1222.16	97760	0	0
2016.04.07	00:00:00	1222.74	1243.28	1222.67	1240.16	144411	0	0
2016.04.08	00:00:00	1239.98	1242.82	1229.54	1238.74	95917	0	0
2016.04.11	00:00:00	1239.80	1258.74	1239.80	1257.69	116711	0	0
2016.04.12	00:00:00	1257.94	1262.68	1251.13	1255.30	105956	0	0
2016.04.13	00:00:00	1255.29	1256.67	1239.73	1242.43	78436	0	0
2016.04.14	00:00:00	1241.96	1244.12	1223.84	1227.71	78966	0	0
2016.04.15	00:00:00	1227.16	1235.91	1225.27	1233.76	58837	0	0
2016.04.18	00:00:00	1234.71	1241.63	1230.07	1232.05	66920	0	0
2016.04.19	00:00:00	1232.30	1256.65	1227.71	1249.88	93863	0	0
2016.04.20	00:00:00	1249.52	1258.03	1242.43	1244.08	87041	0	0
2016.04.21	00:00:00	1242.53	1270.26	1242.53	1247.92	120986	0	0
2016.04.22	00:00:00	1246.57	1252.52	1227.43	1232.55	97086	0	0
2016.04.25	00:00:00	1233.01	1242.33	1230.05	1237.91	75427	0	0
2016.04.26	00:00:00	1237.99	1244.88	1231.38	1243.22	78345	0	0
2016.04.27	00:00:00	1243.70	1252.63	1239.35	1245.37	94637	0	0
2016.04.28	00:00:00	1245.47	1269.55	1237.75	1265.96	111067	0	0
2016.04.29	00:00:00	1266.18	1296.63	1265.00	1292.87	111636	0	0
2016.05.02	00:00:00	1290.73	1303.70	1287.57	1291.29	144251	0	0
2016.05.03	00:00:00	1291.30	1301.76	1282.14	1286.43	130512	0	0
2016.05.04	00:00:00	1285.57	1289.74	1271.84	1279.40	125965	0	0
2016.05.05	00:00:00	1279.66	1286.44	1268.90	1277.70	89357	0	0
2016.05.06	00:00:00	1277.34	1295.62	1274.49	1287.62	105213	0	0
2016.05.09	00:00:00	1284.96	1287.57	1261.35	1263.64	92357	0	0
2016.05.10	00:00:00	1264.12	1269.92	1256.93	1265.65	88826	0	0
