<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.03.03	15:00:00	2875.64	2876.21	2868.93	2874.73	3040	0	6
2025.03.03	15:15:00	2874.73	2875.26	2869.31	2870.99	2799	0	5
2025.03.03	15:30:00	2870.92	2874.95	2870.06	2873.02	2365	0	4
2025.03.03	15:45:00	2873.10	2873.66	2871.40	2872.67	1636	0	4
2025.03.03	16:00:00	2872.67	2875.32	2871.36	2873.23	2299	0	4
2025.03.03	16:15:00	2873.22	2874.81	2872.53	2873.90	1772	0	4
2025.03.03	16:30:00	2873.80	2882.99	2873.61	2878.10	4002	0	4
2025.03.03	16:45:00	2877.92	2879.49	2874.80	2877.47	2982	0	6
2025.03.03	17:00:00	2877.41	2881.86	2873.90	2880.50	3859	0	5
2025.03.03	17:15:00	2880.46	2889.58	2880.28	2889.23	3797	0	4
2025.03.03	17:30:00	2889.39	2890.48	2883.95	2887.20	4146	0	4
2025.03.03	17:45:00	2887.21	2888.38	2884.70	2887.90	2929	0	4
2025.03.03	18:00:00	2887.92	2889.21	2886.11	2887.53	2123	0	4
2025.03.03	18:15:00	2887.54	2890.28	2886.69	2888.96	2036	0	4
2025.03.03	18:30:00	2888.95	2892.48	2888.48	2892.48	2086	0	4
2025.03.03	18:45:00	2892.51	2893.10	2891.23	2891.70	2186	0	4
2025.03.03	19:00:00	2891.70	2892.96	2890.65	2892.26	1827	0	4
2025.03.03	19:15:00	2892.26	2892.29	2887.37	2889.61	2079	0	4
2025.03.03	19:30:00	2889.56	2892.96	2888.00	2892.85	1698	0	4
2025.03.03	19:45:00	2892.86	2893.02	2889.88	2890.85	1709	0	4
2025.03.03	20:00:00	2890.85	2891.73	2889.03	2889.68	1920	0	4
2025.03.03	20:15:00	2889.79	2892.51	2889.59	2890.70	2340	0	4
2025.03.03	20:30:00	2890.66	2892.06	2886.65	2887.46	2035	0	4
2025.03.03	20:45:00	2887.45	2891.97	2886.98	2890.02	2284	0	4
2025.03.03	21:00:00	2890.04	2891.30	2888.55	2888.81	1745	0	4
2025.03.03	21:15:00	2888.92	2889.47	2887.35	2888.43	1658	0	4
2025.03.03	21:30:00	2888.44	2890.19	2887.13	2887.70	1728	0	4
2025.03.03	21:45:00	2887.70	2887.70	2879.71	2881.62	2604	0	4
2025.03.03	22:00:00	2881.63	2885.13	2878.29	2883.52	2773	0	4
2025.03.03	22:15:00	2883.51	2886.39	2882.39	2883.32	1984	0	4
2025.03.03	22:30:00	2883.35	2886.73	2883.35	2885.10	2104	0	4
2025.03.03	22:45:00	2885.08	2891.54	2885.08	2890.51	2563	0	4
2025.03.03	23:00:00	2890.57	2892.54	2890.27	2891.74	1305	0	4
2025.03.03	23:15:00	2891.76	2895.18	2890.91	2894.73	989	0	4
2025.03.03	23:30:00	2894.74	2895.26	2892.78	2894.03	1044	0	4
2025.03.03	23:45:00	2894.03	2894.60	2892.80	2893.09	551	0	20
2025.03.04	01:00:00	2892.64	2893.22	2891.37	2892.41	477	0	11
2025.03.04	01:15:00	2892.68	2893.17	2891.65	2892.33	371	0	9
2025.03.04	01:30:00	2892.28	2892.83	2891.11	2892.30	444	0	8
2025.03.04	01:45:00	2892.18	2892.41	2890.66	2891.03	594	0	8
2025.03.04	02:00:00	2890.95	2893.24	2890.50	2893.24	676	0	8
2025.03.04	02:15:00	2893.24	2893.79	2890.02	2890.76	755	0	8
2025.03.04	02:30:00	2890.76	2892.46	2890.07	2891.32	780	0	8
2025.03.04	02:45:00	2891.26	2892.50	2890.31	2891.86	1037	0	8
2025.03.04	03:00:00	2891.91	2893.04	2882.66	2884.47	1875	0	8
2025.03.04	03:15:00	2884.41	2885.41	2881.95	2884.02	1869	0	9
2025.03.04	03:30:00	2884.01	2889.10	2883.63	2887.37	2584	0	8
2025.03.04	03:45:00	2887.23	2889.25	2886.44	2888.25	2037	0	8
2025.03.04	04:00:00	2888.25	2889.37	2885.91	2887.27	1854	0	8
2025.03.04	04:15:00	2887.27	2887.42	2885.33	2885.85	1306	0	8
2025.03.04	04:30:00	2885.84	2888.24	2884.78	2888.24	1335	0	8
2025.03.04	04:45:00	2888.20	2889.02	2884.93	2885.47	1239	0	8
2025.03.04	05:00:00	2885.41	2888.71	2884.90	2888.25	1115	0	8
2025.03.04	05:15:00	2888.25	2892.98	2887.92	2891.85	2069	0	8
2025.03.04	05:30:00	2891.84	2893.07	2889.12	2890.09	1257	0	8
2025.03.04	05:45:00	2890.02	2890.76	2888.32	2888.66	751	0	8
2025.03.04	06:00:00	2888.54	2888.59	2886.53	2887.45	1142	0	8
2025.03.04	06:15:00	2887.45	2889.54	2887.19	2889.20	860	0	8
2025.03.04	06:30:00	2889.20	2891.82	2888.85	2891.82	1228	0	8
2025.03.04	06:45:00	2891.82	2892.64	2891.29	2891.37	1134	0	8
2025.03.04	07:00:00	2891.41	2892.91	2890.34	2892.60	1568	0	8
2025.03.04	07:15:00	2892.60	2894.37	2891.97	2892.41	1331	0	8
2025.03.04	07:30:00	2892.40	2893.27	2890.92	2892.16	1349	0	8
2025.03.04	07:45:00	2892.17	2892.17	2888.45	2889.72	1122	0	8
2025.03.04	08:00:00	2889.72	2889.86	2887.82	2887.98	1066	0	8
2025.03.04	08:15:00	2887.97	2888.99	2886.59	2887.74	1379	0	8
2025.03.04	08:30:00	2887.75	2888.01	2884.91	2886.23	1619	0	8
2025.03.04	08:45:00	2886.23	2887.94	2884.45	2887.41	1666	0	8
2025.03.04	09:00:00	2887.40	2891.95	2887.07	2891.51	2193	0	4
2025.03.04	09:15:00	2891.51	2901.35	2891.34	2899.47	1749	0	4
2025.03.04	09:30:00	2899.47	2900.56	2896.33	2898.59	1949	0	4
2025.03.04	09:45:00	2898.60	2900.29	2896.59	2900.00	1728	0	4
2025.03.04	10:00:00	2899.92	2906.41	2896.71	2905.53	3235	0	6
2025.03.04	10:15:00	2905.53	2914.06	2905.31	2913.92	3015	0	6
2025.03.04	10:30:00	2913.93	2918.64	2912.73	2913.81	3378	0	4
2025.03.04	10:45:00	2913.69	2914.23	2910.43	2914.06	1996	0	4
2025.03.04	11:00:00	2914.11	2916.53	2912.48	2915.78	1752	0	4
2025.03.04	11:15:00	2915.67	2920.61	2915.04	2919.85	522	0	4
2025.03.04	11:30:00	2919.85	2921.21	2917.15	2919.64	2314	0	4
2025.03.04	11:45:00	2919.64	2920.86	2917.72	2917.99	1892	0	4
2025.03.04	12:00:00	2918.00	2918.06	2912.65	2915.83	2422	0	4
2025.03.04	12:15:00	2915.83	2917.00	2914.34	2915.16	1990	0	4
2025.03.04	12:30:00	2915.17	2916.25	2912.06	2914.43	1855	0	4
2025.03.04	12:45:00	2914.53	2915.18	2913.83	2914.69	1238	0	4
2025.03.04	13:00:00	2914.68	2917.76	2912.95	2917.23	1438	0	4
2025.03.04	13:15:00	2917.23	2917.83	2916.28	2917.21	1280	0	4
2025.03.04	13:30:00	2917.19	2919.82	2916.25	2919.05	1639	0	5
2025.03.04	13:45:00	2919.03	2921.72	2917.98	2919.91	2387	0	5
2025.03.04	14:00:00	2919.91	2921.39	2919.15	2921.30	1830	0	5
2025.03.04	14:15:00	2921.30	2923.85	2918.69	2922.62	2383	0	5
2025.03.04	14:30:00	2922.63	2924.30	2919.33	2923.69	2589	0	4
2025.03.04	14:45:00	2923.69	2925.56	2922.42	2924.93	1762	0	4
2025.03.04	15:00:00	2925.03	2927.80	2923.24	2926.62	3570	0	5
2025.03.04	15:15:00	2926.62	2927.09	2921.31	2921.81	3514	0	7
2025.03.04	15:30:00	2921.80	2926.33	2920.12	2921.47	3353	0	4
2025.03.04	15:45:00	2921.45	2923.63	2919.81	2922.56	3060	0	4
2025.03.04	16:00:00	2922.56	2923.08	2917.89	2918.06	2721	0	4
2025.03.04	16:15:00	2918.09	2918.61	2914.45	2916.41	3428	0	6
2025.03.04	16:30:00	2916.52	2918.96	2908.07	2911.77	4305	0	8
2025.03.04	16:45:00	2911.86	2912.26	2903.45	2903.62	4340	0	5
2025.03.04	17:00:00	2903.21	2912.23	2900.47	2911.11	4393	0	4
2025.03.04	17:15:00	2911.11	2911.62	2901.94	2907.08	3880	0	4
2025.03.04	17:30:00	2907.08	2910.47	2906.07	2909.40	3465	0	4
2025.03.04	17:45:00	2909.38	2910.22	2904.14	2906.14	3664	0	4
2025.03.04	18:00:00	2906.13	2909.49	2903.57	2909.44	3208	0	4
2025.03.04	18:15:00	2909.46	2909.98	2906.97	2908.13	2657	0	4
2025.03.04	18:30:00	2908.28	2910.92	2907.50	2910.70	2563	0	4
2025.03.04	18:45:00	2910.70	2916.03	2909.17	2915.14	2997	0	4
2025.03.04	19:00:00	2915.13	2916.45	2914.34	2914.64	2389	0	4
2025.03.04	19:15:00	2914.61	2915.46	2913.14	2914.53	1855	0	4
2025.03.04	19:30:00	2914.49	2914.73	2912.35	2913.87	2113	0	4
2025.03.04	19:45:00	2913.88	2915.54	2911.12	2911.63	1684	0	4
2025.03.04	20:00:00	2911.63	2914.38	2910.91	2914.06	1831	0	4
2025.03.04	20:15:00	2914.04	2915.24	2909.30	2909.91	1980	0	4
2025.03.04	20:30:00	2909.91	2910.15	2908.26	2908.90	1630	0	4
2025.03.04	20:45:00	2908.89	2911.43	2908.36	2911.34	1270	0	4
2025.03.04	21:00:00	2911.35	2915.06	2911.27	2912.28	1996	0	4
2025.03.04	21:15:00	2912.27	2914.34	2911.74	2912.57	1635	0	4
2025.03.04	21:30:00	2912.57	2914.57	2912.57	2914.31	1510	0	4
2025.03.04	21:45:00	2914.31	2916.53	2914.30	2916.13	1440	0	4
2025.03.04	22:00:00	2916.14	2918.60	2915.58	2918.45	1912	0	4
2025.03.04	22:15:00	2918.45	2920.63	2917.78	2918.64	1752	0	4
2025.03.04	22:30:00	2918.64	2918.67	2914.41	2916.36	2526	0	4
2025.03.04	22:45:00	2916.35	2917.85	2914.57	2917.29	2535	0	4
2025.03.04	23:00:00	2917.35	2918.45	2915.40	2915.40	1195	0	4
2025.03.04	23:15:00	2915.40	2915.80	2913.36	2915.17	1582	0	4
2025.03.04	23:30:00	2915.16	2916.17	2914.05	2916.02	986	0	4
2025.03.04	23:45:00	2916.10	2918.08	2915.58	2917.79	832	0	20
2025.03.05	01:00:00	2917.86	2918.26	2916.23	2916.78	480	0	8
2025.03.05	01:15:00	2916.78	2916.98	2915.47	2916.40	262	0	9
2025.03.05	01:30:00	2916.40	2916.53	2914.27	2915.08	490	0	10
2025.03.05	01:45:00	2915.08	2915.52	2914.34	2914.47	478	0	8
2025.03.05	02:00:00	2914.47	2914.97	2912.17	2914.16	1008	0	8
2025.03.05	02:15:00	2914.17	2916.82	2913.87	2916.58	1117	0	8
2025.03.05	02:30:00	2916.58	2917.09	2914.48	2914.62	961	0	8
2025.03.05	02:45:00	2914.63	2915.13	2913.65	2914.18	771	0	8
2025.03.05	03:00:00	2914.18	2915.10	2904.40	2908.30	2647	0	10
2025.03.05	03:15:00	2908.34	2910.68	2903.48	2910.67	2716	0	10
2025.03.05	03:30:00	2910.66	2911.36	2908.44	2910.57	2433	0	8
2025.03.05	03:45:00	2910.57	2910.65	2906.65	2907.14	1336	0	8
2025.03.05	04:00:00	2907.17	2911.27	2905.75	2911.16	2318	0	8
2025.03.05	04:15:00	2911.15	2914.55	2906.91	2907.04	1655	0	8
2025.03.05	04:30:00	2907.06	2909.04	2901.93	2907.64	2872	0	8
2025.03.05	04:45:00	2907.67	2908.45	2902.10	2904.32	1889	0	9
2025.03.05	05:00:00	2904.32	2908.97	2903.48	2908.83	2577	0	8
2025.03.05	05:15:00	2908.86	2910.85	2907.99	2910.53	1542	0	8
2025.03.05	05:30:00	2910.57	2911.40	2908.13	2910.90	1325	0	8
2025.03.05	05:45:00	2910.91	2913.48	2908.56	2908.70	1828	0	8
2025.03.05	06:00:00	2908.64	2911.93	2908.45	2911.30	1287	0	8
2025.03.05	06:15:00	2911.31	2912.51	2910.36	2911.99	382	0	8
2025.03.05	06:30:00	2911.99	2912.66	2911.12	2912.17	406	0	8
2025.03.05	06:45:00	2912.31	2912.40	2909.65	2910.39	514	0	8
2025.03.05	07:00:00	2910.38	2911.77	2910.05	2911.53	629	0	8
2025.03.05	07:15:00	2911.53	2912.87	2910.26	2911.96	1085	0	8
2025.03.05	07:30:00	2911.96	2913.34	2911.21	2913.25	1590	0	8
2025.03.05	07:45:00	2913.26	2918.85	2912.74	2918.68	1429	0	8
2025.03.05	08:00:00	2918.65	2919.72	2917.28	2919.49	1134	0	8
2025.03.05	08:15:00	2919.49	2921.78	2916.63	2918.58	2070	0	8
2025.03.05	08:30:00	2918.42	2919.59	2913.49	2917.66	2289	0	8
2025.03.05	08:45:00	2917.66	2917.94	2915.45	2916.99	1225	0	8
2025.03.05	09:00:00	2916.99	2919.83	2916.99	2917.61	1853	0	5
2025.03.05	09:15:00	2917.61	2918.19	2915.13	2915.86	2206	0	5
2025.03.05	09:30:00	2916.16	2917.72	2914.67	2915.79	2138	0	4
2025.03.05	09:45:00	2915.79	2918.19	2913.11	2918.16	2411	0	4
2025.03.05	10:00:00	2917.98	2921.68	2916.81	2921.35	3268	0	5
2025.03.05	10:15:00	2921.34	2921.98	2918.91	2919.86	2943	0	4
2025.03.05	10:30:00	2919.86	2920.66	2917.24	2919.47	2647	0	4
2025.03.05	10:45:00	2919.45	2920.85	2918.64	2920.01	2305	0	4
2025.03.05	11:00:00	2920.03	2922.55	2918.08	2919.22	2749	0	4
2025.03.05	11:15:00	2919.25	2919.74	2915.03	2916.52	2066	0	4
2025.03.05	11:30:00	2916.37	2918.23	2913.41	2917.86	2619	0	4
2025.03.05	11:45:00	2917.81	2919.63	2916.64	2918.82	2468	0	4
2025.03.05	12:00:00	2918.82	2919.24	2916.80	2917.13	2291	0	4
2025.03.05	12:15:00	2917.14	2917.83	2913.95	2917.26	2272	0	4
2025.03.05	12:30:00	2917.29	2918.37	2914.53	2915.37	2593	0	4
2025.03.05	12:45:00	2915.37	2915.68	2908.94	2913.23	2594	0	4
2025.03.05	13:00:00	2913.24	2915.37	2912.89	2914.26	2314	0	4
2025.03.05	13:15:00	2914.27	2915.06	2913.23	2913.56	1929	0	4
2025.03.05	13:30:00	2913.57	2916.65	2912.54	2915.47	1878	0	4
2025.03.05	13:45:00	2915.47	2917.26	2911.91	2913.30	2701	0	5
2025.03.05	14:00:00	2913.32	2917.94	2912.48	2917.91	2486	0	4
2025.03.05	14:15:00	2917.89	2919.19	2916.35	2918.48	2583	0	4
2025.03.05	14:30:00	2918.48	2918.80	2914.25	2915.69	2266	0	4
2025.03.05	14:45:00	2915.70	2917.11	2914.24	2916.13	2297	0	4
2025.03.05	15:00:00	2916.26	2916.42	2912.18	2912.86	3286	0	4
2025.03.05	15:15:00	2912.86	2916.63	2911.22	2913.07	3641	0	4
2025.03.05	15:30:00	2913.07	2913.81	2898.36	2899.76	4098	0	4
2025.03.05	15:45:00	2899.82	2903.85	2894.39	2900.00	4626	0	4
2025.03.05	16:00:00	2900.00	2906.65	2899.39	2902.26	3913	0	4
2025.03.05	16:15:00	2902.20	2905.55	2897.76	2905.01	3721	0	4
2025.03.05	16:30:00	2905.09	2917.18	2905.09	2915.06	4467	0	4
2025.03.05	16:45:00	2915.03	2916.72	2910.00	2911.71	4267	0	4
2025.03.05	17:00:00	2909.66	2921.78	2907.94	2916.97	4992	0	4
2025.03.05	17:15:00	2916.97	2919.85	2915.61	2918.25	4100	0	4
2025.03.05	17:30:00	2918.30	2923.86	2917.55	2919.91	4429	0	4
2025.03.05	17:45:00	2919.86	2921.11	2916.03	2917.18	3787	0	4
2025.03.05	18:00:00	2917.16	2924.74	2915.19	2923.22	3357	0	4
2025.03.05	18:15:00	2923.26	2929.64	2922.93	2928.59	3912	0	4
2025.03.05	18:30:00	2928.59	2929.96	2925.87	2928.20	2989	0	4
2025.03.05	18:45:00	2928.08	2929.12	2922.80	2923.86	2680	0	4
2025.03.05	19:00:00	2923.86	2925.26	2919.31	2921.47	3266	0	4
2025.03.05	19:15:00	2921.38	2921.83	2917.40	2918.35	2793	0	4
2025.03.05	19:30:00	2918.38	2918.44	2916.25	2916.94	2475	0	4
2025.03.05	19:45:00	2916.94	2917.93	2913.76	2916.03	2161	0	4
2025.03.05	20:00:00	2916.05	2918.95	2911.52	2917.09	2714	0	4
2025.03.05	20:15:00	2917.11	2920.74	2916.28	2916.45	2503	0	4
2025.03.05	20:30:00	2916.57	2917.59	2913.56	2915.09	2226	0	4
2025.03.05	20:45:00	2915.31	2918.25	2915.28	2917.53	2025	0	4
2025.03.05	21:00:00	2917.60	2918.37	2916.43	2917.27	1995	0	4
2025.03.05	21:15:00	2917.27	2919.06	2916.90	2918.58	1804	0	4
2025.03.05	21:30:00	2918.57	2919.37	2917.81	2918.44	1684	0	4
2025.03.05	21:45:00	2918.47	2921.40	2918.39	2920.53	1486	0	4
2025.03.05	22:00:00	2920.52	2921.30	2919.93	2921.15	1528	0	4
2025.03.05	22:15:00	2921.15	2922.44	2919.51	2922.02	1662	0	4
2025.03.05	22:30:00	2921.99	2922.63	2921.30	2922.54	1871	0	4
2025.03.05	22:45:00	2922.55	2923.07	2921.83	2922.00	1812	0	4
2025.03.05	23:00:00	2922.11	2922.40	2919.18	2919.43	833	0	4
2025.03.05	23:15:00	2919.41	2919.92	2918.11	2919.66	824	0	4
2025.03.05	23:30:00	2919.62	2919.72	2918.25	2918.25	470	0	4
2025.03.05	23:45:00	2918.22	2919.79	2917.73	2919.23	419	0	20
2025.03.06	01:00:00	2919.61	2919.66	2917.36	2917.54	436	0	10
2025.03.06	01:15:00	2917.54	2918.04	2916.74	2917.42	376	0	8
2025.03.06	01:30:00	2917.12	2918.69	2916.92	2918.56	531	0	8
2025.03.06	01:45:00	2918.56	2918.56	2917.23	2918.23	359	0	8
2025.03.06	02:00:00	2918.21	2919.38	2917.53	2919.20	436	0	8
2025.03.06	02:15:00	2919.47	2920.22	2917.42	2918.88	1182	0	8
2025.03.06	02:30:00	2918.86	2918.86	2917.84	2917.99	375	0	8
2025.03.06	02:45:00	2917.98	2917.98	2916.52	2916.67	826	0	8
2025.03.06	03:00:00	2916.67	2919.29	2915.93	2918.45	2086	0	11
2025.03.06	03:15:00	2918.46	2919.18	2918.03	2919.01	1592	0	8
2025.03.06	03:30:00	2919.03	2922.91	2919.03	2922.62	1668	0	8
2025.03.06	03:45:00	2922.61	2925.69	2922.05	2924.68	2228	0	8
2025.03.06	04:00:00	2924.68	2926.54	2924.16	2924.76	1768	0	8
2025.03.06	04:15:00	2924.72	2924.88	2923.06	2923.45	1423	0	8
2025.03.06	04:30:00	2923.47	2923.81	2923.01	2923.42	1435	0	8
2025.03.06	04:45:00	2923.42	2925.59	2923.01	2925.59	1405	0	8
2025.03.06	05:00:00	2925.57	2925.62	2922.16	2923.29	1408	0	8
2025.03.06	05:15:00	2923.28	2924.53	2922.07	2923.07	1083	0	8
2025.03.06	05:30:00	2923.07	2923.64	2920.29	2920.72	952	0	8
2025.03.06	05:45:00	2920.72	2921.52	2920.06	2921.26	939	0	8
2025.03.06	06:00:00	2921.26	2921.54	2918.09	2919.39	1175	0	8
2025.03.06	06:15:00	2919.38	2919.39	2916.86	2917.22	941	0	8
2025.03.06	06:30:00	2917.19	2917.89	2916.36	2916.74	767	0	8
2025.03.06	06:45:00	2916.74	2918.08	2916.47	2917.39	619	0	8
2025.03.06	07:00:00	2917.41	2917.64	2915.46	2915.89	1314	0	8
2025.03.06	07:15:00	2915.88	2916.60	2914.63	2916.32	1148	0	8
2025.03.06	07:30:00	2916.30	2919.64	2916.10	2918.92	1508	0	8
2025.03.06	07:45:00	2918.90	2920.68	2915.43	2919.85	1733	0	8
2025.03.06	08:00:00	2919.87	2922.64	2919.85	2922.04	1198	0	8
2025.03.06	08:15:00	2922.03	2922.20	2920.42	2921.34	1527	0	8
2025.03.06	08:30:00	2921.26	2921.69	2919.74	2921.64	1072	0	8
2025.03.06	08:45:00	2921.64	2922.93	2919.93	2920.48	1610	0	8
2025.03.06	09:00:00	2920.51	2922.45	2919.34	2921.59	2180	0	5
2025.03.06	09:15:00	2921.60	2921.66	2915.33	2916.07	2612	0	4
2025.03.06	09:30:00	2916.05	2917.11	2911.46	2915.19	2761	0	5
2025.03.06	09:45:00	2915.22	2916.44	2909.78	2910.13	2459	0	4
2025.03.06	10:00:00	2910.21	2911.52	2904.60	2907.34	3402	0	4
2025.03.06	10:15:00	2907.34	2908.83	2905.15	2908.07	2821	0	4
2025.03.06	10:30:00	2908.10	2908.11	2903.25	2904.55	2564	0	4
2025.03.06	10:45:00	2904.57	2905.41	2901.02	2904.82	3277	0	4
2025.03.06	11:00:00	2904.77	2905.49	2899.39	2904.63	3505	0	4
2025.03.06	11:15:00	2904.62	2904.92	2899.40	2899.86	2670	0	4
2025.03.06	11:30:00	2899.86	2900.80	2895.49	2898.88	3364	0	4
2025.03.06	11:45:00	2898.94	2899.19	2891.11	2894.23	3107	0	4
2025.03.06	12:00:00	2894.23	2896.69	2891.87	2894.78	3134	0	4
2025.03.06	12:15:00	2894.78	2899.56	2894.61	2899.55	3147	0	4
2025.03.06	12:30:00	2899.40	2905.10	2899.06	2902.11	2727	0	4
2025.03.06	12:45:00	2902.21	2905.07	2898.91	2899.29	3259	0	4
2025.03.06	13:00:00	2899.26	2904.51	2898.63	2899.90	2890	0	4
2025.03.06	13:15:00	2899.89	2905.05	2899.33	2903.68	1771	0	4
2025.03.06	13:30:00	2903.71	2907.71	2902.93	2906.58	2694	0	4
2025.03.06	13:45:00	2906.55	2906.55	2903.67	2905.85	2492	0	4
2025.03.06	14:00:00	2905.85	2905.86	2903.39	2903.65	2341	0	4
2025.03.06	14:15:00	2903.65	2907.09	2902.88	2903.66	2540	0	4
2025.03.06	14:30:00	2903.57	2904.36	2899.38	2901.87	3150	0	4
2025.03.06	14:45:00	2901.67	2904.03	2899.52	2903.23	2194	0	4
2025.03.06	15:00:00	2903.16	2907.26	2900.83	2907.20	3590	0	4
2025.03.06	15:15:00	2907.21	2909.34	2901.14	2905.28	4033	0	5
2025.03.06	15:30:00	2905.28	2907.59	2900.83	2904.00	3732	0	4
2025.03.06	15:45:00	2903.99	2905.88	2901.92	2904.56	3401	0	4
2025.03.06	16:00:00	2904.51	2911.37	2903.40	2909.03	3503	0	4
2025.03.06	16:15:00	2909.04	2911.48	2906.41	2908.86	3150	0	4
2025.03.06	16:30:00	2908.87	2914.27	2908.62	2912.65	4484	0	4
2025.03.06	16:45:00	2912.66	2916.66	2910.67	2915.24	4242	0	4
2025.03.06	17:00:00	2915.23	2922.68	2915.10	2916.85	4463	0	4
2025.03.06	17:15:00	2916.76	2918.14	2909.26	2913.50	4470	0	4
2025.03.06	17:30:00	2913.50	2913.88	2909.16	2913.83	4318	0	4
2025.03.06	17:45:00	2913.85	2916.30	2912.70	2914.53	2975	0	4
2025.03.06	18:00:00	2914.55	2916.55	2912.61	2914.26	2989	0	4
2025.03.06	18:15:00	2914.03	2918.46	2913.93	2917.25	2911	0	4
2025.03.06	18:30:00	2917.10	2918.16	2915.10	2917.84	3012	0	4
2025.03.06	18:45:00	2917.81	2918.48	2916.13	2917.21	2257	0	4
2025.03.06	19:00:00	2917.21	2920.21	2915.61	2919.80	2461	0	4
2025.03.06	19:15:00	2919.83	2920.39	2916.52	2920.22	2321	0	4
2025.03.06	19:30:00	2920.22	2921.49	2918.18	2918.95	2325	0	4
2025.03.06	19:45:00	2918.95	2919.40	2914.38	2915.47	2436	0	4
2025.03.06	20:00:00	2915.49	2920.12	2915.31	2919.88	2696	0	4
2025.03.06	20:15:00	2919.86	2920.70	2918.20	2918.51	2224	0	4
2025.03.06	20:30:00	2918.67	2919.77	2913.96	2914.00	2136	0	4
2025.03.06	20:45:00	2913.98	2916.59	2913.84	2916.27	2308	0	4
2025.03.06	21:00:00	2916.28	2917.34	2914.50	2917.07	1930	0	4
2025.03.06	21:15:00	2917.07	2917.39	2912.26	2913.58	2260	0	4
2025.03.06	21:30:00	2913.54	2915.00	2912.67	2914.15	2157	0	4
2025.03.06	21:45:00	2914.15	2917.78	2913.31	2914.04	2614	0	4
2025.03.06	22:00:00	2913.98	2916.58	2913.12	2915.52	1970	0	4
2025.03.06	22:15:00	2915.36	2916.58	2914.12	2914.77	1700	0	4
2025.03.06	22:30:00	2914.75	2914.84	2912.95	2913.24	1587	0	4
2025.03.06	22:45:00	2913.21	2913.68	2908.50	2908.80	2367	0	4
2025.03.06	23:00:00	2908.81	2911.58	2908.81	2910.85	840	0	4
2025.03.06	23:15:00	2910.84	2911.07	2908.44	2909.94	829	0	4
2025.03.06	23:30:00	2909.95	2911.19	2909.30	2910.39	710	0	4
2025.03.06	23:45:00	2910.46	2911.85	2910.25	2910.83	610	0	20
2025.03.07	01:00:00	2911.21	2913.12	2910.28	2910.89	374	0	11
2025.03.07	01:15:00	2910.93	2913.42	2910.72	2912.55	564	0	9
2025.03.07	01:30:00	2912.58	2913.53	2911.41	2911.43	508	0	8
2025.03.07	01:45:00	2911.38	2911.44	2909.95	2910.46	734	0	8
2025.03.07	02:00:00	2910.45	2910.45	2896.82	2899.94	2440	0	9
2025.03.07	02:15:00	2899.91	2905.54	2898.46	2902.48	1701	0	10
2025.03.07	02:30:00	2902.66	2906.21	2902.66	2905.19	1279	0	10
2025.03.07	02:45:00	2905.04	2906.10	2901.78	2904.55	1178	0	10
2025.03.07	03:00:00	2904.57	2906.22	2902.29	2903.59	2786	0	9
2025.03.07	03:15:00	2903.56	2904.39	2901.60	2902.96	1977	0	8
2025.03.07	03:30:00	2902.96	2910.07	2901.55	2910.07	2201	0	8
2025.03.07	03:45:00	2910.08	2910.08	2905.80	2906.93	1888	0	8
2025.03.07	04:00:00	2906.93	2907.68	2901.13	2903.77	2477	0	8
2025.03.07	04:15:00	2903.77	2906.69	2903.13	2906.20	2382	0	8
2025.03.07	04:30:00	2906.23	2907.91	2904.18	2907.40	1390	0	8
2025.03.07	04:45:00	2907.41	2909.09	2907.29	2908.06	2034	0	8
2025.03.07	05:00:00	2908.07	2909.07	2904.75	2905.20	1846	0	8
2025.03.07	05:15:00	2905.19	2906.57	2904.10	2906.03	1972	0	8
2025.03.07	05:30:00	2906.03	2906.63	2904.55	2904.93	691	0	8
2025.03.07	05:45:00	2904.93	2906.00	2903.93	2905.37	931	0	8
2025.03.07	06:00:00	2905.36	2907.68	2904.87	2906.92	1709	0	8
2025.03.07	06:15:00	2906.91	2906.91	2905.20	2906.52	1157	0	8
2025.03.07	06:30:00	2906.54	2907.26	2905.68	2907.26	1124	0	8
2025.03.07	06:45:00	2907.26	2908.29	2906.35	2906.65	605	0	8
2025.03.07	07:00:00	2906.65	2909.66	2906.43	2908.71	1012	0	8
2025.03.07	07:15:00	2908.71	2911.67	2908.70	2911.17	1755	0	8
2025.03.07	07:30:00	2911.40	2912.47	2910.02	2910.68	2298	0	8
2025.03.07	07:45:00	2910.68	2911.72	2908.93	2909.62	1552	0	8
2025.03.07	08:00:00	2909.61	2910.29	2907.68	2909.86	1294	0	8
2025.03.07	08:15:00	2909.86	2911.95	2909.43	2911.52	1469	0	8
2025.03.07	08:30:00	2911.52	2914.77	2911.50	2913.78	1496	0	8
2025.03.07	08:45:00	2913.78	2913.78	2910.90	2913.55	1582	0	8
2025.03.07	09:00:00	2913.55	2914.77	2911.79	2913.85	2540	0	4
2025.03.07	09:15:00	2913.85	2914.70	2912.02	2912.02	1418	0	4
2025.03.07	09:30:00	2912.02	2915.47	2911.81	2915.24	1616	0	4
2025.03.07	09:45:00	2915.24	2917.39	2914.86	2917.13	1884	0	4
2025.03.07	10:00:00	2917.13	2919.38	2915.14	2916.69	3126	0	6
